sample_location,sample_date,Fe2O3_percent,Fe_percent,SiO2_percent,SO3_percent,Na2O_percent,CaO_percent,MnO_percent,Al2O3_percent,Cl_percent,MgO_percent,Cr2O3_percent,Co2O3_percent,corrosion_severity,corrosion_implication
Pwani,07/07/2022,69.72,48.76,25.59,1.04,0.02,0.26,0.58,0.45,0.72,0.27,0.73,0.19,Moderate,Erosive wear from particulate ingress
Musoma,08/10/2020,89.35,62.49,3.22,3.62,0.08,0.29,0.29,0.8,0.66,0.3,0.18,0.63,High,Aggressive pitting corrosion
Cyclone,13/06/2020,45.5,31.83,41.23,0.4,0.88,2.52,1.87,4.1,0.22,0.62,0.44,0.44,Low,Slight discoloration only
Rukwa,07/05/2020,57.92,40.51,30.72,0.06,1.48,2.2,1.16,1.59,0.19,1.12,0.19,0.74,Low,Minimal corrosion activity
Mbeya,09/10/2022,69.35,48.5,17.77,1.68,0.11,1.72,2.64,1.94,0.43,1.5,0.2,0.35,Moderate,Erosive wear from particulate ingress
Mwanza,27/03/2022,49.76,34.81,32.1,0.18,1.51,5.26,1.48,2.47,0.05,2.94,0.72,0.05,Low,Acceptable corrosion rates
Zanzibar,24/03/2020,93.22,65.2,2.41,3.84,0.05,0.2,0.1,0.5,1.5,0.1,0.05,0.05,Severe,Significant wall thinning
Tabora,16/09/2021,53.97,37.75,24.36,1.09,0.1,7.81,0.88,2.71,0.37,2.86,1.42,0.43,Low,Acceptable corrosion rates
Tabora,04/09/2022,66.3,46.37,23.39,1.76,0.24,2.62,0.36,0.56,0.53,1.43,0.71,0.29,Moderate,Erosive wear from particulate ingress
Cyclone,01/06/2021,77.53,54.23,2.56,2.89,0.63,2.25,1.49,5.76,1.18,2.36,0.98,0.47,Severe,Significant wall thinning
Kigoma,23/04/2025,57.46,40.19,18.97,1.66,2.56,2.86,0.35,6.89,0.2,1.94,1.78,0.77,Moderate,Uniform corrosion with scaling
Cyclone,13/04/2021,75.04,52.49,10.0,2.21,0.51,2.75,0.94,2.99,0.8,1.91,0.8,0.8,Severe,Metal loss in carbon steel
Rukwa,11/06/2022,59.1,41.34,25.02,1.07,0.97,3.43,0.67,4.52,0.65,1.92,0.32,0.11,Moderate,Moderate crevice corrosion
Tanga,19/03/2025,87.93,61.5,1.56,2.82,0.12,1.66,0.7,1.46,1.22,0.57,0.34,0.14,High,Advanced galvanic corrosion
Arusha,15/11/2022,63.92,44.71,25.27,0.19,0.24,0.68,2.24,2.65,0.26,1.53,0.53,0.75,Low,Minor surface oxidation
Rukwa,19/02/2024,88.96,62.22,5.6,1.1,0.31,0.69,0.53,0.49,1.02,0.28,0.51,0.27,Severe,Critical stress corrosion cracking
Zanzibar,18/11/2021,77.07,53.91,2.68,3.9,0.45,2.81,2.73,4.18,0.49,0.96,1.01,0.37,Severe,Severe localized attack
Njombe,14/04/2021,70.96,49.63,25.65,1.54,0.04,0.29,0.1,0.33,0.78,0.13,0.11,0.07,Moderate,General surface corrosion
Kilifi,01/11/2021,80.04,55.98,1.22,2.17,0.2,3.28,2.92,3.3,0.98,2.23,0.74,0.34,High,Severe corrosion (oxidation and MIC)
Rukwa,28/06/2023,73.37,51.31,21.15,1.1,0.12,0.25,0.64,1.24,0.7,0.33,0.04,0.39,Moderate,General surface corrosion
Pwani,18/03/2021,60.78,42.51,24.31,1.42,0.85,5.37,0.08,0.55,0.31,2.7,0.65,0.2,Moderate,General surface corrosion
Mwanza,15/04/2020,50.88,35.58,34.75,0.6,0.9,3.37,1.32,4.08,0.24,1.33,0.66,0.34,Very Low,Passive corrosion behavior
Tanga,01/07/2023,86.65,60.61,10.81,1.06,0.03,0.27,0.15,0.39,0.43,0.1,0.03,0.07,Severe,Rapid corrosion propagation
Tanga,17/03/2024,58.82,41.14,27.57,0.36,0.61,4.01,1.52,4.67,0.37,0.22,0.46,0.79,Low,Minimal corrosion activity
Songosongo,12/06/2024,67.74,47.38,17.15,1.11,0.64,3.56,0.34,4.98,0.2,1.55,0.68,0.21,Moderate,Moderate pitting observed
Iringa,23/03/2022,89.0,62.25,7.71,2.83,0.05,0.2,0.1,0.5,0.5,0.1,0.05,0.05,Severe,Severe localized attack
Kagera,07/11/2020,59.46,41.58,22.58,0.5,1.74,1.52,1.96,2.88,0.74,2.63,1.74,0.43,Moderate,General surface corrosion
Musoma,21/09/2022,77.8,54.42,5.29,2.09,0.45,3.81,0.31,5.17,0.96,0.4,0.59,0.5,Severe,Deep penetration corrosion
Arusha,21/02/2021,79.17,55.37,7.11,2.74,0.49,1.66,1.05,1.09,1.22,2.29,1.44,0.6,High,Severe intergranular attack
Ruvuma,20/05/2023,58.08,40.62,33.37,1.01,0.38,1.05,0.79,2.77,0.18,0.55,0.52,0.05,Low,Minor surface oxidation
Pemba,10/05/2021,83.89,58.67,2.53,2.98,0.23,3.19,0.27,1.23,0.4,2.01,0.41,0.15,Severe,Critical stress corrosion cracking
Singida,17/06/2020,55.87,39.08,34.58,1.05,0.65,1.77,2.08,1.17,0.12,0.41,0.61,0.25,Very Low,Negligible corrosion detected
Songosongo,23/11/2023,71.73,50.17,14.95,0.8,0.76,5.42,0.26,1.05,0.44,1.3,1.06,0.53,Moderate,Uniform corrosion with scaling
Iringa,22/12/2025,47.2,33.01,43.38,0.35,0.02,0.2,0.62,3.41,0.32,0.43,0.49,0.55,Low,Minimal corrosion activity
Kigoma,20/10/2024,45.36,31.73,36.73,1.07,0.91,3.24,0.57,2.67,0.19,1.94,1.71,0.61,Low,Minimal corrosion activity
Madimba,26/02/2024,63.38,44.33,24.42,0.5,0.42,1.06,0.54,1.24,0.47,2.35,1.06,0.37,Moderate,Moderate crevice corrosion
Cyclone,09/10/2020,75.17,52.58,19.22,1.75,0.06,0.92,0.46,0.8,0.16,0.43,0.4,0.15,Moderate,Moderate crevice corrosion
Mtwara,03/09/2025,81.78,57.2,1.53,3.43,0.7,1.08,2.4,3.59,0.85,1.39,0.7,0.39,Severe,Metal loss in carbon steel
Tabora,29/10/2023,66.56,46.55,23.31,1.84,0.46,0.86,0.07,0.54,0.62,1.81,1.58,0.28,Moderate,Uniform corrosion with scaling
Pemba,21/02/2020,77.61,54.28,4.75,1.44,1.65,4.99,0.34,2.34,0.85,1.12,0.14,0.75,Severe,Rapid corrosion propagation
Kagera,16/09/2024,76.77,53.7,5.1,1.88,1.25,3.68,2.28,3.7,1.25,0.34,1.41,0.47,High,Severe corrosion (oxidation and MIC)
Rukwa,30/06/2025,89.01,62.25,5.73,1.55,0.13,1.17,0.11,0.34,0.94,0.35,0.02,0.66,Severe,Metal loss in carbon steel
Pwani,08/03/2021,85.49,59.79,2.34,1.65,0.78,2.21,2.44,1.22,0.8,0.93,0.84,0.39,Severe,Deep penetration corrosion
Musoma,10/11/2024,84.43,59.05,4.21,4.01,0.03,1.34,1.11,2.37,0.54,0.75,0.37,0.31,Severe,Significant wall thinning
Tabora,23/01/2024,73.25,51.23,20.91,0.63,0.12,1.68,0.6,0.51,0.61,0.69,0.07,0.41,Moderate,Moderate pitting observed
Madimba,26/02/2025,63.78,44.61,38.34,0.06,0.05,0.2,0.1,0.5,0.23,0.1,0.05,0.05,Low,Minor surface oxidation
Zanzibar,18/09/2021,74.19,51.89,21.8,0.79,0.28,0.36,0.16,0.36,0.25,0.33,0.53,0.63,Moderate,Moderate pitting observed
Kigoma,18/11/2024,69.0,48.26,19.58,0.88,0.26,0.84,0.06,3.46,0.42,1.53,1.78,0.69,Moderate,Selective corrosion activity
Zanzibar,22/12/2021,60.66,42.43,22.04,0.21,0.52,1.28,1.2,4.53,0.25,2.85,1.34,0.59,Very Low,Negligible corrosion detected
Mtwara,07/11/2025,76.56,53.55,19.33,1.5,0.05,0.46,0.34,0.67,0.52,0.15,0.06,0.04,Moderate,Moderate pitting observed
Cyclone,11/01/2023,59.8,41.83,35.83,0.82,0.22,0.56,0.55,1.16,0.27,0.21,0.25,0.21,Very Low,Excellent corrosion resistance
Kagera,03/06/2025,67.26,47.04,21.46,0.36,0.52,4.78,1.37,0.51,0.35,1.38,0.44,0.42,Moderate,General surface corrosion
Singida,19/03/2025,70.42,49.25,18.37,1.87,0.41,0.22,2.13,2.5,0.77,0.77,0.87,0.13,Moderate,Moderate crevice corrosion
Ruvuma,19/11/2024,74.12,51.84,16.37,0.13,0.37,2.77,1.53,1.71,0.15,1.23,0.26,0.74,Moderate,Uniform corrosion with scaling
Songosongo,04/01/2023,86.49,60.49,11.17,3.37,0.05,0.2,0.1,0.5,1.18,0.1,0.05,0.05,Severe,Rapid corrosion propagation
Mtwara,13/08/2023,71.4,49.94,18.18,0.18,1.51,0.2,0.44,0.91,0.41,2.0,1.98,0.28,Moderate,Selective corrosion activity
Pwani,02/10/2022,76.55,53.54,23.48,0.42,0.05,0.2,0.1,0.5,0.64,0.1,0.05,0.05,Moderate,Selective corrosion activity
Ruvuma,20/12/2020,53.74,37.59,42.43,0.48,0.02,0.81,0.6,0.72,0.25,0.33,0.13,0.38,Low,Minimal corrosion activity
Zanzibar,16/02/2023,71.1,49.73,23.7,1.67,0.15,0.98,0.39,0.52,0.79,0.19,0.04,0.47,Moderate,Selective corrosion activity
Dodoma,20/01/2025,61.72,43.17,22.27,1.35,1.8,3.07,1.73,0.47,0.29,2.64,1.06,0.61,Moderate,Uniform corrosion with scaling
Singida,25/09/2022,72.16,50.47,17.94,0.49,0.4,3.1,1.81,0.36,0.56,0.63,1.3,0.62,Moderate,Moderate crevice corrosion
Dar es Salaam,18/03/2025,55.86,39.07,36.11,0.03,0.42,2.82,1.27,1.28,0.21,0.12,0.42,0.34,Low,Acceptable corrosion rates
Bukoba,01/04/2024,81.2,56.79,2.98,4.29,0.85,1.02,0.88,2.9,1.13,1.89,0.57,0.43,Severe,Metal loss in carbon steel
Rukwa,09/10/2023,50.69,35.45,37.54,0.05,0.07,2.28,1.47,3.68,0.37,1.56,0.92,0.23,Very Low,Optimal material performance
Mbeya,27/04/2020,68.98,48.24,15.31,0.39,1.22,1.9,2.51,1.02,0.55,1.05,1.88,0.19,Moderate,Erosive wear from particulate ingress
Kilifi,17/07/2025,68.95,48.22,26.43,1.54,0.05,0.25,0.06,0.8,0.75,0.25,0.4,0.53,Moderate,Uniform corrosion with scaling
Pwani,24/08/2023,58.46,40.89,29.67,0.31,1.31,2.08,0.23,2.11,0.28,1.16,1.83,0.34,Very Low,Negligible corrosion detected
Dodoma,14/01/2022,71.16,49.77,16.27,1.89,0.2,2.15,0.26,3.32,0.44,1.17,0.97,0.43,Moderate,Selective corrosion activity
Singida,20/06/2025,84.25,58.93,3.54,1.83,0.58,1.79,0.52,0.87,1.36,1.83,0.71,0.3,Severe,Significant wall thinning
Mwanza,18/05/2022,86.08,60.2,10.87,3.46,0.05,0.2,0.1,0.5,1.39,0.1,0.05,0.05,Severe,Severe localized attack
Singida,24/12/2023,76.91,53.79,18.03,0.15,0.26,0.55,0.39,0.68,0.73,0.67,0.72,0.72,Moderate,Moderate pitting observed
Cyclone,24/11/2022,73.79,51.61,16.2,1.55,0.8,0.12,1.72,3.16,0.31,0.33,0.42,0.36,Moderate,Moderate crevice corrosion
Tanga,26/10/2023,86.75,60.68,7.09,1.98,0.37,0.11,0.49,0.34,1.2,0.19,0.2,0.35,Severe,Severe localized attack
Tabora,19/02/2023,63.06,44.11,39.05,1.13,0.05,0.2,0.1,0.5,0.26,0.1,0.05,0.05,Low,Slight discoloration only
Mbeya,05/02/2023,64.17,44.88,18.13,0.42,0.23,6.65,2.77,2.6,0.72,0.35,1.73,0.32,Moderate,Selective corrosion activity
Iringa,11/02/2020,39.87,27.89,37.68,0.3,0.4,2.39,2.77,8.62,0.2,2.81,1.6,0.35,Very Low,No significant deterioration
Mtwara,17/10/2025,84.0,58.75,6.14,3.55,0.41,1.11,1.18,0.69,0.65,0.69,0.27,0.39,High,Severe intergranular attack
Kagera,21/02/2022,57.7,40.36,28.99,1.19,0.3,3.62,1.83,1.07,0.05,1.77,1.53,0.55,Very Low,Optimal material performance
Iringa,16/12/2020,67.55,47.24,19.24,0.38,0.69,4.17,1.37,2.21,0.72,0.41,0.99,0.32,Moderate,Erosive wear from particulate ingress
Singida,15/09/2022,62.68,43.84,40.45,0.64,0.05,0.2,0.1,0.5,0.18,0.1,0.05,0.05,Low,Light surface scaling
Arusha,22/07/2024,51.95,36.33,30.83,0.02,0.54,6.21,1.23,4.4,0.12,1.73,0.89,0.75,Low,Slight discoloration only
Musoma,24/06/2025,90.72,63.45,7.0,1.9,0.05,0.2,0.1,0.5,0.65,0.1,0.05,0.05,Severe,Metal loss in carbon steel
Songosongo,11/09/2022,66.14,46.26,26.34,1.68,0.02,2.21,0.24,0.33,0.42,0.7,0.47,0.79,Moderate,Moderate pitting observed
Dar es Salaam,04/05/2025,52.45,36.69,41.15,0.26,0.09,2.65,0.49,0.76,0.07,0.64,0.53,0.58,Low,Minimal corrosion activity
Musoma,03/07/2025,74.06,51.8,18.23,1.25,0.34,0.45,0.67,1.5,0.51,0.52,1.13,0.39,Moderate,Moderate crevice corrosion
Dar es Salaam,09/01/2025,80.87,56.56,9.66,2.34,0.97,0.22,0.74,1.48,1.0,0.47,0.42,0.71,High,Severe intergranular attack
Iringa,11/03/2020,62.84,43.95,25.45,1.13,1.11,1.59,1.02,0.88,0.72,0.2,1.71,0.31,Moderate,Moderate pitting observed
Mbeya,16/01/2021,87.55,61.24,2.55,2.19,0.06,1.49,0.07,2.27,1.18,0.31,0.8,0.61,Severe,Metal loss in carbon steel
Songosongo,20/04/2023,58.53,40.94,36.63,0.67,0.35,1.53,0.14,0.4,0.39,0.33,0.56,0.41,Low,Minor surface oxidation
Arusha,26/06/2022,71.29,49.86,13.94,1.68,1.41,2.28,1.3,2.54,0.68,1.33,1.1,0.76,Moderate,Uniform corrosion with scaling
Mbeya,14/07/2024,53.97,37.74,36.34,0.98,0.57,2.78,1.21,2.04,0.26,0.21,0.42,0.21,Low,Protective oxide layer formation
Kilifi,23/09/2022,83.64,58.5,3.9,3.79,0.5,0.41,1.84,1.79,0.4,0.54,0.18,0.24,Severe,Deep penetration corrosion
Songosongo,08/06/2023,78.03,54.58,11.09,3.19,0.5,0.33,0.44,2.18,1.15,1.29,0.69,0.53,Severe,Deep penetration corrosion
Morogoro,20/02/2024,56.02,39.18,22.86,1.59,1.56,2.11,0.92,6.89,0.46,2.63,1.03,0.11,Moderate,Uniform corrosion with scaling
Kigoma,22/04/2025,51.25,35.84,40.58,0.47,0.12,0.99,1.24,2.42,0.38,0.44,0.05,0.31,Low,Light surface scaling
Rukwa,14/12/2025,79.78,55.8,11.67,1.56,0.1,0.78,0.1,2.13,0.43,1.31,0.71,0.23,High,Critical structural degradation
Kilifi,09/11/2023,63.01,44.07,28.04,1.2,0.29,2.47,0.64,2.65,0.15,0.6,0.21,0.46,Very Low,Negligible corrosion detected
Songosongo,08/10/2024,88.76,62.08,4.7,0.88,0.2,2.0,0.08,0.71,0.56,0.28,0.68,0.43,Severe,Rapid corrosion propagation
Kigoma,16/09/2023,47.83,33.45,43.06,0.93,0.06,1.62,1.91,1.28,0.14,1.18,0.17,0.4,Low,Minor surface oxidation
Mwanza,12/12/2023,49.94,34.93,37.28,0.78,1.02,2.27,0.96,1.73,0.15,2.72,0.32,0.01,Low,Light surface scaling
Njombe,01/02/2025,47.46,33.2,37.66,0.86,0.6,3.89,1.18,4.82,0.28,0.72,1.24,0.01,Very Low,Stable protective coating
Iringa,14/01/2023,78.66,55.01,10.59,2.54,0.46,0.48,0.9,1.6,0.65,0.41,0.75,0.79,High,Severe corrosion (oxidation and MIC)
Arusha,09/06/2023,77.3,54.06,1.57,3.49,0.26,7.73,2.83,0.99,0.43,0.52,0.49,0.42,High,Critical structural degradation
Iringa,26/10/2022,60.1,42.03,16.95,1.54,0.61,3.36,2.38,5.53,0.75,2.47,0.69,0.75,Moderate,Erosive wear from particulate ingress
Bukoba,02/08/2022,60.57,42.37,38.46,1.06,0.05,0.2,0.1,0.5,0.25,0.1,0.05,0.05,Low,Light surface scaling
Pwani,09/05/2021,46.28,32.37,39.39,0.43,0.89,0.16,2.44,4.97,0.32,2.26,0.23,0.07,Low,Light surface scaling
Rukwa,27/02/2022,50.15,35.08,44.65,0.76,0.24,1.13,0.79,0.77,0.19,0.6,0.2,0.51,Very Low,Excellent corrosion resistance
Zanzibar,16/07/2023,84.81,59.32,2.87,1.6,0.89,0.49,0.7,3.05,0.4,0.79,0.8,0.54,Severe,Severe localized attack
Mtwara,04/05/2021,49.9,34.9,41.24,0.2,0.01,1.3,0.48,3.13,0.21,0.29,1.04,0.09,Very Low,Excellent corrosion resistance
Tanga,28/01/2022,68.55,47.95,14.8,0.62,0.07,0.57,0.51,5.84,0.65,2.88,1.96,0.01,Moderate,Moderate pitting observed
Tanga,23/02/2022,81.15,56.76,4.49,4.27,1.09,1.09,2.28,0.56,1.12,1.11,0.73,0.7,Severe,Severe localized attack
Dar es Salaam,05/06/2022,77.52,54.22,17.27,1.92,0.23,0.25,0.37,0.91,0.73,0.12,0.08,0.07,Moderate,Erosive wear from particulate ingress
Mtwara,06/06/2025,68.27,47.75,27.59,1.72,0.06,0.64,0.25,0.33,0.44,0.19,0.16,0.28,Moderate,Uniform corrosion with scaling
Tanga,06/02/2023,85.88,60.06,6.98,4.04,0.08,0.48,0.13,0.87,0.66,0.28,0.31,0.29,Severe,Severe localized attack
Arusha,18/11/2025,76.91,53.79,11.82,2.27,0.85,1.04,0.82,0.75,1.29,1.37,1.3,0.41,Severe,Severe localized attack
Njombe,05/03/2023,83.74,58.57,7.21,1.26,0.18,1.28,0.79,2.07,1.45,0.83,0.24,0.78,Severe,Metal loss in carbon steel
Mbeya,15/02/2021,81.46,56.98,5.57,2.52,0.46,1.29,1.69,3.8,0.56,0.32,0.04,0.61,Severe,Rapid corrosion propagation
Pwani,06/03/2022,69.39,48.53,15.38,0.2,0.88,4.09,1.72,1.93,0.2,1.78,0.55,0.2,Moderate,Moderate crevice corrosion
Pemba,28/04/2023,58.96,41.24,23.04,0.74,0.34,4.16,1.85,6.03,0.11,0.89,1.96,0.64,Low,Minimal corrosion activity
Mwanza,20/07/2022,74.49,52.1,16.75,1.54,0.86,0.42,1.64,0.75,0.43,0.5,1.56,0.07,Moderate,Selective corrosion activity
Lindi,18/01/2024,73.45,51.37,24.16,1.6,-0.01,0.09,0.03,0.24,0.38,0.07,0.0,0.01,Moderate,Uniform corrosion with scaling
Kilifi,04/01/2022,68.83,48.14,22.72,1.93,0.13,1.63,0.09,1.34,0.26,0.12,0.45,0.35,Moderate,General surface corrosion
Arusha,23/05/2023,60.32,42.19,21.82,0.75,1.58,3.19,1.12,5.01,0.71,1.1,0.09,0.79,Moderate,Erosive wear from particulate ingress
Iringa,27/02/2020,70.67,49.43,21.69,0.17,0.34,0.97,1.96,0.56,0.47,0.82,0.11,0.57,Moderate,Moderate pitting observed
Ruvuma,27/12/2025,87.28,61.05,5.77,2.69,0.12,1.27,0.35,0.53,1.05,0.2,0.36,0.14,Severe,Significant wall thinning
Iringa,02/06/2021,52.18,36.5,39.4,0.39,0.57,0.28,0.08,2.49,0.1,1.84,0.57,0.19,Low,Protective oxide layer formation
Shinyanga,28/01/2023,66.71,46.66,27.73,1.98,0.11,0.62,0.48,0.7,0.56,0.14,0.05,0.07,Moderate,Moderate pitting observed
Morogoro,05/07/2020,43.92,30.72,38.84,1.16,1.59,6.65,0.32,2.3,0.36,0.23,1.86,0.08,Low,Acceptable corrosion rates
Mwanza,11/08/2020,47.44,33.18,40.23,0.64,0.42,3.56,0.27,2.03,0.39,1.71,0.09,0.3,Low,Slight discoloration only
Arusha,11/04/2023,66.22,46.32,15.42,1.98,0.14,5.33,2.3,2.07,0.42,0.8,0.03,0.35,Moderate,Moderate pitting observed
Mwanza,01/06/2021,77.73,54.37,16.1,0.99,0.52,1.06,0.14,1.03,0.73,0.4,0.46,0.28,Moderate,Moderate crevice corrosion
Lindi,03/07/2025,75.94,53.11,20.08,0.62,0.08,0.8,0.35,0.43,0.77,0.3,0.12,0.49,Moderate,Uniform corrosion with scaling
Dodoma,24/02/2021,56.73,39.68,35.81,0.19,0.11,2.0,0.76,1.17,0.16,1.05,0.96,0.06,Low,Slight discoloration only
Iringa,20/02/2020,39.8,27.84,42.62,0.35,0.58,5.75,1.61,0.71,0.31,2.71,1.15,0.41,Low,Protective oxide layer formation
Arusha,10/03/2023,65.49,45.81,24.09,0.49,0.45,0.83,1.38,3.65,0.44,1.37,0.94,0.66,Moderate,Moderate crevice corrosion
Musoma,06/04/2025,68.8,48.12,20.57,0.4,1.09,1.87,0.86,3.03,0.3,0.52,0.12,0.04,Moderate,Moderate crevice corrosion
Tabora,14/05/2025,63.84,44.65,35.68,1.18,0.05,0.2,0.1,0.5,0.36,0.1,0.05,0.05,Low,Light surface scaling
Njombe,09/12/2024,63.88,44.68,20.73,0.18,0.48,4.52,1.06,3.59,0.09,2.33,0.29,0.38,Low,Slight discoloration only
Dodoma,27/10/2023,74.14,51.86,21.5,0.97,0.11,1.07,0.07,0.9,0.32,0.38,0.09,0.45,Moderate,Uniform corrosion with scaling
Tanga,25/01/2022,70.98,49.65,26.03,0.69,0.04,0.56,0.13,0.31,0.66,0.12,0.14,0.34,Moderate,Uniform corrosion with scaling
Mbeya,29/07/2020,42.31,29.59,44.63,0.57,0.57,0.35,2.53,3.09,0.2,1.68,0.04,0.48,Low,Minor surface oxidation
Kagera,31/10/2022,59.45,41.58,21.63,0.59,1.05,4.11,1.62,4.92,0.15,2.08,1.76,0.47,Very Low,Excellent corrosion resistance
Kagera,10/05/2025,79.97,55.94,10.92,3.31,0.07,1.24,0.1,1.61,0.82,0.51,0.83,0.6,Severe,Significant wall thinning
Mtwara,12/04/2021,49.15,34.37,41.39,1.08,1.43,0.22,0.74,1.09,0.36,0.74,1.3,0.07,Low,Acceptable corrosion rates
Singida,24/09/2020,51.76,36.2,30.04,0.79,0.13,4.36,0.94,5.82,0.17,0.34,0.2,0.47,Low,Light surface scaling
Cyclone,29/06/2024,61.86,43.26,22.67,0.77,1.16,3.52,2.22,2.64,0.29,1.29,1.45,0.5,Very Low,Optimal material performance
Shinyanga,07/07/2025,58.44,40.87,21.7,1.12,2.01,6.06,2.18,2.14,0.22,0.51,0.37,0.64,Low,Acceptable corrosion rates
Lindi,30/10/2020,67.89,47.48,26.46,0.26,0.13,1.52,0.58,1.39,0.74,0.4,0.12,0.18,Moderate,Uniform corrosion with scaling
Njombe,07/08/2020,69.46,48.58,16.14,0.43,0.79,3.58,2.77,1.49,0.45,1.72,1.11,0.4,Moderate,Moderate pitting observed
Ruvuma,13/09/2021,58.48,40.9,41.61,0.45,0.05,0.2,0.1,0.5,0.12,0.1,0.05,0.05,Low,Acceptable corrosion rates
Songosongo,03/09/2021,58.47,40.89,18.72,1.28,0.53,4.01,1.9,6.47,0.55,2.81,0.72,0.58,Moderate,Uniform corrosion with scaling
Zanzibar,29/05/2023,59.11,41.34,19.49,0.81,1.49,7.4,2.3,1.68,0.42,1.5,1.8,0.12,Moderate,Uniform corrosion with scaling
Dar es Salaam,14/12/2020,63.1,44.13,30.99,0.99,0.04,1.07,0.11,0.98,0.29,0.72,0.85,0.66,Low,Acceptable corrosion rates
Arusha,13/10/2022,59.16,41.38,30.29,0.69,0.08,1.16,2.52,1.92,0.1,1.48,0.81,0.19,Low,Slight discoloration only
Tanga,30/04/2021,75.17,52.57,17.35,1.1,0.2,1.31,0.55,2.01,0.29,0.27,1.01,0.42,Moderate,Moderate crevice corrosion
Dar es Salaam,31/08/2024,66.99,46.86,17.44,1.58,0.36,3.49,1.98,3.33,0.27,1.75,0.14,0.77,Moderate,Moderate crevice corrosion
Morogoro,13/07/2022,69.33,48.49,20.74,1.37,0.08,2.31,0.77,2.57,0.28,0.56,0.11,0.28,Moderate,Uniform corrosion with scaling
Songosongo,10/11/2025,76.93,53.81,22.56,1.59,0.05,0.2,0.1,0.5,0.49,0.1,0.05,0.05,Moderate,Uniform corrosion with scaling
Mwanza,07/04/2024,64.14,44.86,20.89,0.46,0.27,4.12,0.07,5.04,0.22,1.81,0.08,0.68,Low,Minimal corrosion activity
Kagera,19/01/2025,86.92,60.8,9.94,2.93,0.05,0.2,0.1,0.5,1.26,0.1,0.05,0.05,Severe,Severe localized attack
Kigoma,18/12/2024,86.05,60.19,11.96,4.38,0.05,0.2,0.1,0.5,0.53,0.1,0.05,0.05,Severe,Significant wall thinning
Musoma,02/05/2023,85.0,59.45,7.74,2.23,0.39,1.53,0.21,1.07,0.46,0.36,0.26,0.29,Severe,Severe localized attack
Kigoma,22/10/2024,66.95,46.82,24.81,1.3,0.42,1.2,0.46,2.18,0.44,0.74,0.51,0.05,Moderate,Erosive wear from particulate ingress
Njombe,04/06/2023,42.78,29.92,34.63,1.02,0.66,5.68,2.92,3.78,0.15,2.69,2.0,0.01,Low,Protective oxide layer formation
Musoma,03/09/2020,47.62,33.31,37.96,0.77,0.36,2.7,1.92,5.2,0.11,0.85,1.47,0.47,Very Low,Passive corrosion behavior
Mwanza,10/02/2021,83.88,58.67,10.1,3.15,0.07,0.66,0.25,0.62,0.87,0.14,0.04,0.23,Severe,Critical stress corrosion cracking
Songosongo,01/05/2022,85.37,59.71,5.48,4.23,0.02,0.15,0.57,0.92,1.5,0.27,0.73,0.23,High,Severe corrosion (oxidation and MIC)
Singida,14/05/2022,80.76,56.49,11.71,1.52,0.26,1.21,0.61,1.37,0.8,0.75,0.25,0.69,Severe,Deep penetration corrosion
Zanzibar,19/12/2022,46.77,32.71,34.89,1.14,0.21,5.2,2.71,4.51,0.34,0.56,0.97,0.56,Low,Acceptable corrosion rates
Mbeya,28/11/2020,63.35,44.31,35.68,0.26,0.01,0.14,0.05,0.3,0.07,0.1,0.02,0.03,Low,Slight discoloration only
Pemba,05/10/2021,51.73,36.18,34.56,0.23,0.78,4.83,1.83,3.58,0.19,0.1,0.1,0.76,Low,Light surface scaling
Madimba,09/09/2022,34.43,24.08,43.78,1.12,1.5,2.51,0.26,6.84,0.39,1.75,1.7,0.8,Low,Light surface scaling
Pemba,12/12/2021,62.94,44.02,12.08,0.45,1.45,6.62,1.54,5.48,0.48,2.76,1.68,0.13,Moderate,Moderate crevice corrosion
Pemba,03/11/2020,88.5,61.9,3.09,1.43,0.62,1.26,0.53,0.36,1.42,0.94,0.41,0.35,Severe,Severe localized attack
Singida,03/10/2021,90.68,63.42,5.83,4.12,0.05,0.2,0.1,0.5,0.66,0.1,0.05,0.05,High,Extensive uniform corrosion
Njombe,11/01/2020,71.47,49.99,16.33,0.31,1.11,3.96,0.1,2.2,0.18,1.51,0.41,0.56,Moderate,Uniform corrosion with scaling
Kilifi,31/07/2024,94.25,65.92,2.1,1.67,0.02,0.37,0.17,0.49,0.56,0.12,0.09,0.16,High,Severe corrosion (oxidation and MIC)
Kilifi,19/01/2025,83.83,58.63,4.23,2.05,0.36,0.47,1.07,1.2,0.63,0.19,1.5,0.27,Severe,Rapid corrosion propagation
Pwani,08/04/2025,71.49,50.0,27.34,1.2,0.05,0.2,0.1,0.5,0.16,0.1,0.05,0.05,Moderate,Selective corrosion activity
Bukoba,07/04/2023,94.18,65.87,2.85,3.99,0.05,0.2,0.1,0.5,0.76,0.1,0.05,0.05,Severe,Significant wall thinning
Kigoma,13/05/2020,47.3,33.08,41.73,1.15,0.88,1.05,1.57,1.33,0.19,0.35,0.01,0.27,Low,Light surface scaling
Musoma,06/08/2022,63.85,44.66,27.44,0.88,0.51,0.72,1.16,1.75,0.08,1.4,0.85,0.44,Low,Light surface scaling
Pwani,26/03/2023,93.64,65.49,4.36,2.7,0.05,0.2,0.1,0.5,0.91,0.1,0.05,0.05,High,Critical structural degradation
