sample_location,sample_date,Fe2O3_percent,Fe_percent,SiO2_percent,SO3_percent,Na2O_percent,CaO_percent,MnO_percent,Al2O3_percent,Cl_percent,MgO_percent,Cr2O3_percent,Co2O3_percent,corrosion_severity,corrosion_implication
Gas_Quality_Monitor_1,04/10/2025 10:14,40.436,20.877,12.265,3.19,2.274,4.777,1.477,6.778,1.56,3.598,0.67,0.406,Severe,"Critical condition, stop operations and immediate replacement necessary"
Pipeline_Inspection_2,03/05/2025 20:36,19,10.99,13.787,0.483,2.533,4.018,1.403,7.321,0.234,2.591,0.864,0.452,Low,"Minimal impact, continue routine monitoring"
Valve_Station_A,02/06/2025 19:44,22.512,14.232,11.572,0.523,2.587,4.675,1.59,6.928,0.252,2.779,0.752,0.412,Low,"Minimal impact, continue routine monitoring"
Heater_Unit_2,31/07/2025 21:28,26.822,15.159,11.369,1.431,2.507,4.659,1.316,6.339,0.727,3.802,0.855,0.412,Moderate,"Increased monitoring required, plan preventive maintenance"
Emergency_Shutdown_Valve,28/05/2025 11:50,19.55,12.314,10.922,0.465,2.119,3.759,1.397,6.803,0.382,3.125,1.009,0.397,Low,"Minimal impact, continue routine monitoring"
Valve_Station_B,20/10/2025 09:15,40.233,23.29,11.683,3.192,2.4,5.175,1.752,6.378,1.696,3.262,0.617,0.486,Severe,"Critical condition, stop operations and immediate replacement necessary"
Storage_Tank_Connection,18/05/2025 20:54,22.09,10.214,9.668,0.608,2.147,4.575,1.055,5.909,0.549,2.926,0.746,0.377,Low,"Minimal impact, continue routine monitoring"
Filter_Unit_3,31/08/2025 12:28,37.67,18.535,12.596,1.951,2.042,4.033,1.369,6.837,1.389,2.97,0.73,0.433,High,"Immediate attention required, consider component replacement"
Onshore_Suction_Point,21/08/2025 03:12,30.993,18.988,11.51,1.886,2.275,4.577,1.122,7.077,1.209,3.179,0.796,0.37,High,"Immediate attention required, consider component replacement"
Pipeline_Inspection_2,12/09/2025 06:48,33.648,20.07,11.54,2.101,1.699,4.087,1.222,7.91,1.264,3.762,0.737,0.342,High,"Immediate attention required, consider component replacement"
Corrosion_Monitor_3,16/09/2025 13:53,32.673,20.065,10.542,1.785,2.855,4.616,1.254,6.438,1.302,3.753,0.785,0.44,High,"Immediate attention required, consider component replacement"
Onshore_Suction_Point,20/08/2025 14:20,32.473,18.574,8.676,1.788,2.81,4.414,1.41,6.201,1.272,2.978,0.661,0.353,High,"Immediate attention required, consider component replacement"
Corrosion_Monitor_2,07/04/2025 19:21,18.844,10.095,10.434,0.622,2.267,4.12,1.132,5.627,0.204,2.484,0.693,0.417,Low,"Minimal impact, continue routine monitoring"
Gas_Quality_Monitor_2,10/06/2025 10:38,29.496,14.393,10.669,1.504,1.983,4.314,1.333,5.339,0.863,3.977,0.846,0.395,Moderate,"Increased monitoring required, plan preventive maintenance"
Emergency_Shutdown_Valve,21/09/2025 09:55,34.692,17.654,11.8,2.007,2.241,4.268,1.705,7.094,1.167,2.786,0.967,0.376,High,"Immediate attention required, consider component replacement"
Compressor_Station_Outlet,09/06/2025 10:28,24.928,13.678,11.327,1.085,2.819,4.441,1.365,7.156,1.002,3.174,0.752,0.316,Moderate,"Increased monitoring required, plan preventive maintenance"
Filter_Unit_3,06/10/2025 23:52,42.002,20.474,12.48,2.987,2.406,4.238,1.387,6.742,1.878,3.807,0.771,0.404,Severe,"Critical condition, stop operations and immediate replacement necessary"
Corrosion_Monitor_3,23/07/2025 08:52,26.775,13.826,11.165,1.702,1.825,5.633,1.733,6.777,0.939,3.241,0.807,0.389,Moderate,"Increased monitoring required, plan preventive maintenance"
Onshore_Suction_Point,04/10/2025 21:46,39.256,21.8,12.486,2.67,2.013,5.582,1.218,7.261,1.77,3.788,0.655,0.442,Severe,"Critical condition, stop operations and immediate replacement necessary"
Pipeline_Inspection_1,28/07/2025 21:57,27.732,15.37,12.239,1.388,2.168,3.591,1.07,6.785,0.856,3.213,0.696,0.434,Moderate,"Increased monitoring required, plan preventive maintenance"
Filter_Unit_1,26/08/2025 05:57,34.029,18.166,12.769,1.962,2.338,4.342,1.578,6.427,1.229,3.586,0.898,0.408,High,"Immediate attention required, consider component replacement"
Filter_Unit_3,02/09/2025 14:24,28.904,19.194,15.309,1.699,2.466,4.672,1.355,6.015,1.335,2.373,0.782,0.368,High,"Immediate attention required, consider component replacement"
Heater_Unit_2,31/05/2025 02:59,17.54,11.844,12.455,0.611,1.918,4.426,1.241,7.512,0.44,2.96,0.605,0.366,Low,"Minimal impact, continue routine monitoring"
Valve_Station_A,05/08/2025 18:18,28.618,15.086,13.134,1.341,2.595,4.115,1.305,6.175,0.784,3.375,1.063,0.426,Moderate,"Increased monitoring required, plan preventive maintenance"
Corrosion_Monitor_3,18/10/2025 08:30,39.313,21.773,12.875,2.788,2.677,5.411,1.485,6.78,1.599,3.269,0.746,0.507,Severe,"Critical condition, stop operations and immediate replacement necessary"
Heater_Unit_3,03/06/2025 16:55,19.436,10.223,13.021,0.736,1.808,3.504,1.503,8.675,0.551,3.75,0.762,0.429,Low,"Minimal impact, continue routine monitoring"
Gas_Quality_Monitor_1,10/04/2025 06:07,22.774,10.75,8.906,0.562,2.382,2.626,1.218,7.399,0.349,2.622,0.783,0.342,Low,"Minimal impact, continue routine monitoring"
Filter_Unit_3,05/04/2025 11:15,18.633,11.162,12.97,0.76,2.335,4.211,1.091,6.852,0.379,2.967,0.667,0.328,Low,"Minimal impact, continue routine monitoring"
Onshore_Suction_Point,26/05/2025 00:57,21.359,12.561,13.427,0.659,2.546,4.477,1.316,7.58,0.341,3.57,0.891,0.448,Low,"Minimal impact, continue routine monitoring"
Discharge_Point,08/05/2025 03:32,19.722,13.888,11.888,0.581,2.967,4.058,1.489,5.778,0.332,2.827,0.876,0.353,Low,"Minimal impact, continue routine monitoring"
Valve_Station_B,04/06/2025 23:59,23.393,13.086,12.293,0.475,2.053,5.277,1.115,7.154,0.378,3.376,0.814,0.377,Low,"Minimal impact, continue routine monitoring"
Onshore_Suction_Point,19/10/2025 07:36,41.51,19.74,13.405,2.766,2.353,3.785,0.97,7.257,1.751,3.426,0.657,0.415,Severe,"Critical condition, stop operations and immediate replacement necessary"
Corrosion_Monitor_3,23/07/2025 14:45,29.332,13.598,13.154,1.523,2.2,4.299,1.227,7.483,0.987,4.076,0.602,0.44,Moderate,"Increased monitoring required, plan preventive maintenance"
Emergency_Shutdown_Valve,27/07/2025 23:07,24.984,15.883,12.041,1.599,2.187,4.754,0.991,6.515,0.794,3.366,0.647,0.388,Moderate,"Increased monitoring required, plan preventive maintenance"
Compressor_Station_Inlet,31/07/2025 02:19,30.261,14.443,10.771,1.375,2.318,5.38,1.574,6.813,0.866,3.529,0.799,0.324,Moderate,"Increased monitoring required, plan preventive maintenance"
Filter_Unit_1,23/10/2025 11:44,39.122,21.673,12.797,3.211,2.619,5.784,1.426,6.87,1.682,3.823,0.684,0.356,Severe,"Critical condition, stop operations and immediate replacement necessary"
Compressor_Station_Inlet,13/07/2025 11:33,27.225,17.023,15.672,1.089,2.007,4.646,1.389,7.157,0.996,3.096,0.833,0.377,Moderate,"Increased monitoring required, plan preventive maintenance"
Corrosion_Monitor_2,02/09/2025 21:13,32.474,18.17,11.246,2.297,2.378,4.427,1.326,6.4,1.349,3.544,0.814,0.341,High,"Immediate attention required, consider component replacement"
Junction_Point_A,24/06/2025 00:26,26.217,16.598,11.362,1.724,2.139,4.196,1.543,8.232,1.001,3.217,0.782,0.374,Moderate,"Increased monitoring required, plan preventive maintenance"
Corrosion_Monitor_2,17/10/2025 09:52,38.203,21.93,12.514,2.966,2.241,5.447,0.853,6.298,1.678,3.098,0.848,0.428,Severe,"Critical condition, stop operations and immediate replacement necessary"
Storage_Tank_Connection,14/08/2025 03:58,32.034,16.793,13.485,2.214,2.226,3.969,1.22,6.769,1.333,3.171,0.946,0.473,High,"Immediate attention required, consider component replacement"
Gas_Quality_Monitor_2,19/08/2025 04:15,34.896,18.823,12.9,2.236,2.186,4.307,1.204,7.648,1.198,3.353,0.958,0.39,High,"Immediate attention required, consider component replacement"
Filter_Unit_2,18/08/2025 02:23,32.789,18.321,12.046,1.678,2.27,4.068,1.213,7.594,1.298,3.739,0.744,0.439,High,"Immediate attention required, consider component replacement"
Export_Terminal,20/05/2025 16:50,20.283,12.156,12.45,0.467,1.858,3.837,1.165,6.776,0.397,3.208,1.008,0.369,Low,"Minimal impact, continue routine monitoring"
Pipeline_Inspection_1,02/05/2025 12:27,17.361,11.039,11.778,0.535,2.501,4.489,1.088,6.083,0.332,3.417,0.811,0.399,Low,"Minimal impact, continue routine monitoring"
Onshore_Suction_Point,11/09/2025 07:44,35.19,18.467,10.468,2.181,2.426,3.993,1.317,5.844,1.305,3.109,0.702,0.405,High,"Immediate attention required, consider component replacement"
Storage_Tank_Connection,26/04/2025 13:40,19.885,13.547,13.208,0.397,2.605,5.167,1.448,7.367,0.517,2.738,0.841,0.449,Low,"Minimal impact, continue routine monitoring"
Compressor_Station_Inlet,06/05/2025 20:51,19.961,11.257,12.959,0.746,2.142,4.862,1.693,6.739,0.52,3.185,0.916,0.416,Low,"Minimal impact, continue routine monitoring"
Pipeline_Inspection_1,10/07/2025 09:46,25.191,14.607,10.745,1.395,2.053,4.833,1.277,5.256,0.68,3.563,0.799,0.419,Moderate,"Increased monitoring required, plan preventive maintenance"
Pipeline_Inspection_2,16/06/2025 06:02,28.166,13.962,15.481,1.606,2.407,4.529,1.119,7.168,0.964,3.281,0.94,0.285,Moderate,"Increased monitoring required, plan preventive maintenance"
Heater_Unit_3,23/10/2025 05:49,43.396,22.695,12.887,2.787,2.317,5.432,1.598,8.699,1.881,2.978,0.838,0.383,Severe,"Critical condition, stop operations and immediate replacement necessary"
Compressor_Station_Inlet,01/05/2025 03:31,22.654,12.46,13.342,0.414,2.345,3.852,1.174,7.608,0.477,3.211,0.847,0.435,Low,"Minimal impact, continue routine monitoring"
Emergency_Shutdown_Valve,22/05/2025 11:51,20.524,12.399,12.32,0.508,1.771,3.892,0.857,6.49,0.396,3.443,0.824,0.408,Low,"Minimal impact, continue routine monitoring"
Filter_Unit_3,31/05/2025 18:02,24.053,12.794,10.282,0.533,2.117,4.306,1.104,7.829,0.565,2.88,0.815,0.334,Low,"Minimal impact, continue routine monitoring"
Junction_Point_A,06/06/2025 00:32,21.014,12.471,12.085,0.592,1.511,4.246,1.318,7.569,0.599,2.946,0.738,0.459,Low,"Minimal impact, continue routine monitoring"
Pipeline_Inspection_2,29/03/2025 20:15,20.275,12.422,12.071,0.643,2.257,3.607,1.603,7.176,0.313,3.744,0.715,0.449,Low,"Minimal impact, continue routine monitoring"
Junction_Point_B,17/04/2025 10:26,20.615,11.298,9.854,0.617,2.075,4.294,1.512,5.646,0.452,3.544,0.992,0.33,Low,"Minimal impact, continue routine monitoring"
Export_Terminal,07/06/2025 00:51,19.442,11.417,10.368,0.445,2.084,4.561,1.376,7.107,0.459,2.831,0.795,0.343,Low,"Minimal impact, continue routine monitoring"
Compressor_Station_Outlet,13/05/2025 22:51,20.456,9.855,13.122,0.621,2.578,3.714,1.401,6.869,0.485,2.872,0.785,0.424,Low,"Minimal impact, continue routine monitoring"
Corrosion_Monitor_3,11/05/2025 22:05,20.985,10.311,12.664,0.583,2.161,4.887,1.156,8.626,0.49,2.62,0.785,0.437,Low,"Minimal impact, continue routine monitoring"
Filter_Unit_1,30/08/2025 22:58,31.007,18.945,11.421,2.132,2.11,4.158,1.633,6.078,1.246,3.436,0.849,0.472,High,"Immediate attention required, consider component replacement"
Heater_Unit_1,05/07/2025 02:07,28.668,15.062,10.778,1.586,2.324,5.192,0.969,6.791,0.789,3.169,0.792,0.412,Moderate,"Increased monitoring required, plan preventive maintenance"
Heater_Unit_2,23/07/2025 12:33,27.198,15.133,10.704,1.293,2.053,5.176,1.091,7.956,0.95,2.534,0.985,0.348,Moderate,"Increased monitoring required, plan preventive maintenance"
Valve_Station_B,06/10/2025 06:26,38.517,21.226,11.563,3.078,2.221,5.528,1.349,5.998,1.675,3.326,0.837,0.438,Severe,"Critical condition, stop operations and immediate replacement necessary"
Storage_Tank_Connection,13/08/2025 21:53,34.469,19.104,10.029,2.116,2.133,4.934,1.471,7.41,1.18,3.101,0.873,0.4,High,"Immediate attention required, consider component replacement"
Compressor_Station_Inlet,18/10/2025 05:19,40.928,20.941,11.586,3.249,2.518,5.129,1.274,6.556,1.886,3.454,0.8,0.403,Severe,"Critical condition, stop operations and immediate replacement necessary"
Junction_Point_B,30/06/2025 17:57,26.939,14.457,8.598,1.164,2.392,4.322,1.52,6.684,0.931,4.201,0.864,0.41,Moderate,"Increased monitoring required, plan preventive maintenance"
Gas_Quality_Monitor_1,19/06/2025 08:53,26.902,16.028,13.833,1.196,1.821,4.267,1.276,6.75,0.891,3.135,0.607,0.395,Moderate,"Increased monitoring required, plan preventive maintenance"
Heater_Unit_2,08/10/2025 16:08,41.101,21.003,10.357,2.998,2.257,4.495,0.882,7.047,1.662,3.286,0.689,0.418,Severe,"Critical condition, stop operations and immediate replacement necessary"
Valve_Station_B,04/09/2025 15:48,32.556,19.263,11.033,2.684,2.172,4.008,1.286,7.877,1.141,3.166,0.737,0.348,High,"Immediate attention required, consider component replacement"
Gas_Quality_Monitor_2,04/09/2025 04:52,30.422,16.652,13.276,2.163,2.582,4.895,1.026,8.054,1.385,3.042,0.772,0.452,High,"Immediate attention required, consider component replacement"
Filter_Unit_1,17/10/2025 20:31,37.955,21.274,11.408,3.099,2.334,3.703,1.74,6.615,1.731,3.668,0.969,0.435,Severe,"Critical condition, stop operations and immediate replacement necessary"
Heater_Unit_2,25/07/2025 14:05,26.02,15.024,12.02,1.403,2.365,4.306,1.544,8.144,1.068,3.638,0.922,0.403,Moderate,"Increased monitoring required, plan preventive maintenance"
Compressor_Station_Outlet,24/07/2025 21:51,24.431,16.542,13.647,1.342,2.211,3.718,1.355,6.119,0.773,3.227,0.729,0.39,Moderate,"Increased monitoring required, plan preventive maintenance"
Filter_Unit_2,09/09/2025 02:18,32.318,18.784,12.617,1.969,2.586,4.803,1.116,7.32,1.157,3.12,0.842,0.403,High,"Immediate attention required, consider component replacement"
Corrosion_Monitor_1,10/06/2025 22:12,28.44,14.05,11.332,1.53,2.491,4.696,1.621,8.637,1,3.199,0.812,0.417,Moderate,"Increased monitoring required, plan preventive maintenance"
Heater_Unit_2,16/08/2025 02:35,32.316,18.936,11.918,1.976,2.454,4.696,1.156,7.26,1.256,2.414,0.777,0.328,High,"Immediate attention required, consider component replacement"
Junction_Point_B,28/07/2025 06:49,25.159,15.244,13.955,1.341,1.746,4.344,0.953,7.034,0.882,3.056,0.793,0.369,Moderate,"Increased monitoring required, plan preventive maintenance"
Pipeline_Inspection_1,27/05/2025 00:45,19.509,11.115,11.356,0.505,2.164,4.404,1.133,6.797,0.321,3.19,0.703,0.393,Low,"Minimal impact, continue routine monitoring"
Gas_Quality_Monitor_2,02/06/2025 03:13,18.945,12.169,13.838,0.427,2.189,3.958,1.025,6.906,0.568,3.038,0.902,0.368,Low,"Minimal impact, continue routine monitoring"
Corrosion_Monitor_1,26/06/2025 21:24,26.545,14.505,10.769,1.52,2.029,3.969,1.163,6.702,0.883,2.715,0.779,0.445,Moderate,"Increased monitoring required, plan preventive maintenance"
Heater_Unit_3,08/09/2025 07:16,33.42,18.813,11.373,2.023,2.533,4.917,1.174,7.881,1.324,4.018,0.772,0.467,High,"Immediate attention required, consider component replacement"
Valve_Station_A,14/08/2025 16:43,35.083,18.813,11.143,2.32,1.623,3.161,1.557,6.317,1.475,2.735,0.827,0.36,High,"Immediate attention required, consider component replacement"
Filter_Unit_1,06/07/2025 05:35,27.728,16.272,13.941,1.222,1.998,3.984,1.392,8.372,0.872,2.608,0.817,0.441,Moderate,"Increased monitoring required, plan preventive maintenance"
Onshore_Suction_Point,29/09/2025 13:05,34.604,17.312,10.261,2.014,2.586,4.717,1.223,7.247,1.206,2.259,0.671,0.39,High,"Immediate attention required, consider component replacement"
Junction_Point_B,09/09/2025 21:19,32.822,18.191,11.319,2.298,2.446,4.352,1.44,7.245,1.443,2.96,0.776,0.484,High,"Immediate attention required, consider component replacement"
Corrosion_Monitor_2,29/06/2025 16:30,23.436,15.875,12.783,1.664,2.479,5.243,1.42,8.02,0.951,3.223,0.817,0.404,Moderate,"Increased monitoring required, plan preventive maintenance"
Gas_Quality_Monitor_2,26/09/2025 19:58,32.565,18.302,11.441,2.158,2.378,4.664,0.689,6.923,1.335,3.128,0.657,0.456,High,"Immediate attention required, consider component replacement"
Discharge_Point,18/08/2025 15:27,34.366,17.909,13.752,1.93,2.361,4.603,1.213,5.828,1.302,3.012,0.775,0.416,High,"Immediate attention required, consider component replacement"
Filter_Unit_3,08/07/2025 02:31,26.436,15.444,12.013,1.573,1.68,6.084,1.408,5.514,0.867,3.223,0.871,0.409,Moderate,"Increased monitoring required, plan preventive maintenance"
Pipeline_Inspection_2,09/08/2025 02:51,26.168,15.613,12.424,1.469,1.942,4.876,1.284,6.422,0.905,2.774,0.908,0.468,Moderate,"Increased monitoring required, plan preventive maintenance"
Pipeline_Inspection_2,16/09/2025 11:18,33.152,19.349,9.954,2.084,2.363,4.445,1.297,5.352,1.282,3.483,0.788,0.326,High,"Immediate attention required, consider component replacement"
Compressor_Station_Inlet,29/06/2025 01:08,27.009,15.266,12.744,1.37,1.479,3.538,1.122,6.263,0.804,3.731,0.944,0.408,Moderate,"Increased monitoring required, plan preventive maintenance"
Junction_Point_A,05/10/2025 01:02,39.6,21.899,12.492,3.064,2.134,4.953,1.286,8.26,1.807,3.502,0.712,0.383,Severe,"Critical condition, stop operations and immediate replacement necessary"
Emergency_Shutdown_Valve,01/07/2025 23:51,29.489,16.2,12.253,1.531,2.185,5.177,1.484,7.462,0.876,2.835,0.767,0.414,Moderate,"Increased monitoring required, plan preventive maintenance"
Export_Terminal,20/04/2025 19:29,21.642,9.87,13.088,0.548,2.41,3.958,1.254,5.82,0.392,3.157,1.024,0.455,Low,"Minimal impact, continue routine monitoring"
Junction_Point_B,25/09/2025 02:16,36.66,17.494,13.554,1.862,2.622,4.805,1.257,7.254,1.219,3.857,0.674,0.347,High,"Immediate attention required, consider component replacement"
Valve_Station_A,07/05/2025 04:30,18.295,11.749,13.426,0.534,2.001,4.8,1.114,7.109,0.415,2.791,0.621,0.372,Low,"Minimal impact, continue routine monitoring"
Valve_Station_A,26/04/2025 21:27,17.221,10.363,9.343,0.812,2.404,4.151,1.594,6.921,0.429,3.088,0.522,0.402,Low,"Minimal impact, continue routine monitoring"
Gas_Quality_Monitor_2,28/03/2025 12:58,18.475,10.887,12.538,0.627,2.067,5.522,1.149,7.739,0.374,3.599,0.916,0.342,Low,"Minimal impact, continue routine monitoring"
Gas_Quality_Monitor_1,21/08/2025 10:00,30.391,18.385,12.297,1.958,2.346,4.761,1.492,6.859,1.147,2.916,0.704,0.411,High,"Immediate attention required, consider component replacement"
Filter_Unit_3,18/04/2025 18:22,17.192,10.429,12.428,0.907,2.231,3.492,1.132,7.351,0.497,2.63,0.767,0.438,Low,"Minimal impact, continue routine monitoring"
Corrosion_Monitor_2,10/05/2025 02:13,20.822,11.874,15.814,0.494,2.327,4.075,1.37,7.586,0.213,2.825,0.896,0.377,Low,"Minimal impact, continue routine monitoring"
Heater_Unit_1,27/09/2025 17:11,32.1,19.357,13.582,2.16,2.404,6.04,1.352,6.852,1.278,2.771,0.697,0.391,High,"Immediate attention required, consider component replacement"
Junction_Point_B,09/10/2025 12:00,40.576,20.472,11.522,3.005,2.304,5.294,1.307,7.622,1.439,2.656,0.812,0.417,Severe,"Critical condition, stop operations and immediate replacement necessary"
Pipeline_Inspection_2,28/07/2025 13:00,28.762,16.432,14.647,1.58,2.415,3.844,1.012,6.709,0.839,3.171,0.854,0.526,Moderate,"Increased monitoring required, plan preventive maintenance"
Corrosion_Monitor_2,18/08/2025 21:54,32.924,19.04,10.392,2.175,2.712,3.775,0.971,5.094,1.327,2.965,0.653,0.385,High,"Immediate attention required, consider component replacement"
Export_Terminal,01/10/2025 19:11,33.213,18.776,13.37,1.942,2.219,4.03,1.434,7.469,1.242,3.873,0.824,0.381,High,"Immediate attention required, consider component replacement"
Heater_Unit_2,01/05/2025 21:36,18.262,12.057,14.799,0.56,1.916,4.93,1.245,7.18,0.385,3.347,0.858,0.409,Low,"Minimal impact, continue routine monitoring"
Heater_Unit_1,30/05/2025 13:19,19.642,12.283,13.358,0.816,1.837,4.57,1.212,8.863,0.349,2.774,0.876,0.31,Low,"Minimal impact, continue routine monitoring"
Gas_Quality_Monitor_1,29/08/2025 16:24,33.304,17.229,12.131,2.097,2.563,3.951,1.093,7.174,1.246,3.581,0.624,0.472,High,"Immediate attention required, consider component replacement"
Valve_Station_B,19/06/2025 00:22,29.419,14.366,11.182,1.425,2.067,4.973,1.611,6.664,0.798,3.205,0.956,0.403,Moderate,"Increased monitoring required, plan preventive maintenance"
Corrosion_Monitor_1,19/08/2025 23:51,33.617,18.431,8.724,1.939,2.691,5.593,1.406,6.885,1.18,3.053,0.684,0.424,High,"Immediate attention required, consider component replacement"
Storage_Tank_Connection,16/08/2025 23:02,34.745,18.804,13.306,1.983,2.403,4.343,1.364,6.894,1.305,2.774,0.737,0.469,High,"Immediate attention required, consider component replacement"
Valve_Station_B,22/06/2025 20:31,25.034,15.109,10.852,1.294,2.158,4.774,1.517,5.873,0.827,2.596,0.985,0.369,Moderate,"Increased monitoring required, plan preventive maintenance"
Filter_Unit_3,20/09/2025 13:55,32.684,16.439,10.806,1.686,2.58,4.438,1.28,5.109,1.269,2.759,0.7,0.402,High,"Immediate attention required, consider component replacement"
Junction_Point_B,12/06/2025 02:39,24.981,16.178,14.689,1.433,1.533,5.86,1.414,7.716,0.926,3.541,0.718,0.412,Moderate,"Increased monitoring required, plan preventive maintenance"
Compressor_Station_Outlet,15/05/2025 12:00,21.973,12.525,10.81,0.57,2.04,4.121,0.985,7.205,0.255,3.156,0.897,0.346,Low,"Minimal impact, continue routine monitoring"
Export_Terminal,08/09/2025 18:50,31.929,19.167,11.667,2.12,2.4,3.344,1.458,7.524,1.252,2.849,0.521,0.392,High,"Immediate attention required, consider component replacement"
Valve_Station_B,18/08/2025 10:20,32.443,18.338,12.043,1.669,2.863,4.898,1.665,7.443,1.52,2.395,0.718,0.414,High,"Immediate attention required, consider component replacement"
Onshore_Suction_Point,04/05/2025 08:25,20.303,12.263,13.22,0.583,2.507,5.181,1.653,6.345,0.552,2.517,0.974,0.44,Low,"Minimal impact, continue routine monitoring"
Junction_Point_B,31/03/2025 18:02,20.184,11.855,11.604,0.572,1.658,4.157,1.206,7.76,0.329,3.043,0.742,0.431,Low,"Minimal impact, continue routine monitoring"
Valve_Station_B,10/10/2025 00:24,38.806,21.076,11.233,3.02,2.577,4.625,1.52,6.738,1.644,3.324,0.703,0.431,Severe,"Critical condition, stop operations and immediate replacement necessary"
Discharge_Point,06/09/2025 02:34,32.434,17.159,9.816,1.946,2.008,3.554,1.14,7.908,1.353,3.171,0.796,0.426,High,"Immediate attention required, consider component replacement"
Junction_Point_A,11/09/2025 19:39,32.211,18.787,11.582,2.004,2.761,4.396,1.062,7.105,1.251,2.928,0.642,0.45,High,"Immediate attention required, consider component replacement"
Filter_Unit_3,21/10/2025 23:51,39.726,20.762,10.823,2.924,3.057,5.588,1.515,5.85,1.795,3.466,0.817,0.423,Severe,"Critical condition, stop operations and immediate replacement necessary"
Compressor_Station_Inlet,10/08/2025 12:50,29.829,17.386,12.433,2.407,2.717,6.289,1.143,7.104,1.163,3.104,0.755,0.375,High,"Immediate attention required, consider component replacement"
Gas_Quality_Monitor_1,17/07/2025 05:09,26.071,15.05,8.278,1.035,2.465,4.145,1.029,5.426,0.863,3.951,0.752,0.298,Moderate,"Increased monitoring required, plan preventive maintenance"
Heater_Unit_3,30/09/2025 11:09,33.22,18.34,12.184,2.61,2.593,4.757,1.288,5.398,1.19,3.747,0.848,0.456,High,"Immediate attention required, consider component replacement"
Heater_Unit_1,30/08/2025 16:12,32.272,17.022,11.141,2.128,2.163,4.138,0.918,6.427,1.253,3.201,0.694,0.42,High,"Immediate attention required, consider component replacement"
Filter_Unit_3,23/05/2025 23:47,18.568,13.659,9.226,0.849,2.1,3.5,1.33,8.024,0.493,3.384,0.85,0.318,Low,"Minimal impact, continue routine monitoring"
Junction_Point_B,07/08/2025 08:13,26.905,15.914,12.109,1.356,1.802,4.784,1.268,6.649,0.939,2.905,0.703,0.331,Moderate,"Increased monitoring required, plan preventive maintenance"
Pipeline_Inspection_1,24/04/2025 00:35,18.934,12.453,13.327,0.38,1.993,4.014,1.334,7.144,0.315,3.53,0.607,0.282,Low,"Minimal impact, continue routine monitoring"
Valve_Station_B,11/07/2025 16:39,25.275,13.77,11.854,1.208,1.91,3.795,1.403,7.086,0.765,2.997,0.797,0.457,Moderate,"Increased monitoring required, plan preventive maintenance"
Pipeline_Inspection_2,28/04/2025 17:15,19.144,12.095,14.47,0.631,2.386,4.413,1.399,6.852,0.298,3.095,0.974,0.388,Low,"Minimal impact, continue routine monitoring"
Valve_Station_B,11/10/2025 13:05,41.01,20.219,15.571,2.889,2.111,3.862,1.679,6.164,1.8,3.752,0.708,0.453,Severe,"Critical condition, stop operations and immediate replacement necessary"
Valve_Station_A,23/04/2025 15:21,22.44,9.999,11.043,0.696,2.533,3.809,1.423,6.96,0.5,4.128,0.796,0.479,Low,"Minimal impact, continue routine monitoring"
Junction_Point_B,06/09/2025 15:11,32.347,17.363,11.661,2.078,2.348,4.656,1.381,6.546,1.215,3.509,0.717,0.514,High,"Immediate attention required, consider component replacement"
Storage_Tank_Connection,03/04/2025 23:44,20.576,10.666,11.621,0.444,2.414,4.142,1.178,6.841,0.346,3.456,0.943,0.361,Low,"Minimal impact, continue routine monitoring"
Filter_Unit_3,27/09/2025 23:14,35.573,17.539,14.85,1.993,2.197,4.165,1.522,6.393,1.191,3.59,0.865,0.407,High,"Immediate attention required, consider component replacement"
Valve_Station_B,09/05/2025 12:50,23.382,13.698,14.522,0.625,2.4,4.137,0.991,6.406,0.329,3.573,0.9,0.36,Low,"Minimal impact, continue routine monitoring"
Gas_Quality_Monitor_1,17/04/2025 16:03,20.637,11.078,10.122,0.642,2.629,3.555,0.964,6.544,0.258,2.394,0.855,0.377,Low,"Minimal impact, continue routine monitoring"
Offshore_Suction_Point,15/07/2025 09:40,26.51,15.614,13.265,1.385,2.129,4.291,1.277,5.95,0.974,3.561,0.966,0.324,Moderate,"Increased monitoring required, plan preventive maintenance"
Junction_Point_B,15/09/2025 20:53,32.466,17.815,11.541,1.838,1.871,3.999,1.17,7.673,1.224,3.754,0.871,0.48,High,"Immediate attention required, consider component replacement"
Offshore_Suction_Point,01/09/2025 00:36,34.554,17.5,12.163,2.148,2.21,5.059,1.768,7.682,1.4,3.349,0.768,0.407,High,"Immediate attention required, consider component replacement"
Filter_Unit_1,16/04/2025 17:42,21.042,10.833,16.655,0.603,1.767,4.007,1.05,5.921,0.509,2.222,1.083,0.368,Low,"Minimal impact, continue routine monitoring"
Onshore_Suction_Point,19/09/2025 11:50,33.648,18.739,11.717,2.289,1.926,4.05,0.713,7.889,1.177,3.373,0.776,0.415,High,"Immediate attention required, consider component replacement"
Filter_Unit_2,26/06/2025 03:21,25.934,14.416,13.035,1.543,2.043,4.232,1.577,6.669,0.935,3.782,0.779,0.369,Moderate,"Increased monitoring required, plan preventive maintenance"
Compressor_Station_Outlet,21/05/2025 14:40,22.522,11.206,11.062,0.68,1.969,4.822,1.092,7.181,0.442,2.586,0.817,0.388,Low,"Minimal impact, continue routine monitoring"
